/Users/jackdeng/Desktop/udemy self-driving car/IMG/center_2022_04_02_11_43_09_434.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/left_2022_04_02_11_43_09_434.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/right_2022_04_02_11_43_09_434.jpg, 0, 0, 0, 7.819201E-05
/Users/jackdeng/Desktop/udemy self-driving car/IMG/center_2022_04_02_11_43_09_535.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/left_2022_04_02_11_43_09_535.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/right_2022_04_02_11_43_09_535.jpg, 0, 0, 0, 7.840164E-05
/Users/jackdeng/Desktop/udemy self-driving car/IMG/center_2022_04_02_11_43_09_637.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/left_2022_04_02_11_43_09_637.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/right_2022_04_02_11_43_09_637.jpg, 0, 0, 0, 8.223877E-05
/Users/jackdeng/Desktop/udemy self-driving car/IMG/center_2022_04_02_11_43_09_738.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/left_2022_04_02_11_43_09_738.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/right_2022_04_02_11_43_09_738.jpg, 0, 0, 0, 7.807593E-05
/Users/jackdeng/Desktop/udemy self-driving car/IMG/center_2022_04_02_11_43_09_840.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/left_2022_04_02_11_43_09_840.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/right_2022_04_02_11_43_09_840.jpg, 0, 0, 0, 7.915772E-05
/Users/jackdeng/Desktop/udemy self-driving car/IMG/center_2022_04_02_11_43_09_940.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/left_2022_04_02_11_43_09_940.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/right_2022_04_02_11_43_09_940.jpg, 0, 0, 0, 8.110819E-05
/Users/jackdeng/Desktop/udemy self-driving car/IMG/center_2022_04_02_11_43_10_043.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/left_2022_04_02_11_43_10_043.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/right_2022_04_02_11_43_10_043.jpg, 0, 0, 0, 7.983436E-05
/Users/jackdeng/Desktop/udemy self-driving car/IMG/center_2022_04_02_11_43_10_143.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/left_2022_04_02_11_43_10_143.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/right_2022_04_02_11_43_10_143.jpg, 0, 0, 0, 7.894122E-05
/Users/jackdeng/Desktop/udemy self-driving car/IMG/center_2022_04_02_11_43_10_244.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/left_2022_04_02_11_43_10_244.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/right_2022_04_02_11_43_10_244.jpg, 0, 0, 0, 8.155862E-05
/Users/jackdeng/Desktop/udemy self-driving car/IMG/center_2022_04_02_11_43_10_345.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/left_2022_04_02_11_43_10_345.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/right_2022_04_02_11_43_10_345.jpg, 0, 0, 0, 7.874335E-05
/Users/jackdeng/Desktop/udemy self-driving car/IMG/center_2022_04_02_11_43_10_446.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/left_2022_04_02_11_43_10_446.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/right_2022_04_02_11_43_10_446.jpg, 0, 0, 0, 7.806364E-05
/Users/jackdeng/Desktop/udemy self-driving car/IMG/center_2022_04_02_11_43_10_547.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/left_2022_04_02_11_43_10_547.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/right_2022_04_02_11_43_10_547.jpg, 0, 0, 0, 7.80335E-05
/Users/jackdeng/Desktop/udemy self-driving car/IMG/center_2022_04_02_11_43_10_647.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/left_2022_04_02_11_43_10_647.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/right_2022_04_02_11_43_10_647.jpg, 0, 0, 0, 7.929506E-05
/Users/jackdeng/Desktop/udemy self-driving car/IMG/center_2022_04_02_11_43_10_747.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/left_2022_04_02_11_43_10_747.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/right_2022_04_02_11_43_10_747.jpg, 0, 0, 0, 7.879199E-05
/Users/jackdeng/Desktop/udemy self-driving car/IMG/center_2022_04_02_11_43_10_848.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/left_2022_04_02_11_43_10_848.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/right_2022_04_02_11_43_10_848.jpg, 0, 0.258222, 0, 0.1799354
/Users/jackdeng/Desktop/udemy self-driving car/IMG/center_2022_04_02_11_43_10_950.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/left_2022_04_02_11_43_10_950.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/right_2022_04_02_11_43_10_950.jpg, 0, 0.5522822, 0, 0.6396241
/Users/jackdeng/Desktop/udemy self-driving car/IMG/center_2022_04_02_11_43_11_053.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/left_2022_04_02_11_43_11_053.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/right_2022_04_02_11_43_11_053.jpg, -0.129231, 0.9174153, 0, 1.765352
/Users/jackdeng/Desktop/udemy self-driving car/IMG/center_2022_04_02_11_43_11_153.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/left_2022_04_02_11_43_11_153.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/right_2022_04_02_11_43_11_153.jpg, -0.1076485, 1, 0, 2.940611
/Users/jackdeng/Desktop/udemy self-driving car/IMG/center_2022_04_02_11_43_11_254.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/left_2022_04_02_11_43_11_254.jpg, /Users/jackdeng/Desktop/udemy self-driving car/IMG/right_2022_04_02_11_43_11_254.jpg, 0, 1, 0, 4.11156
